TermID,Name,Frequency,Value,Uniqueness,Dispensability,Representative
GO:0009524,phragmoplast,0.0023942855873201,-3.882728704344236,0.912723822718014,0.07200033,phragmoplast
GO:0015630,microtubule cytoskeleton,1.1931625332997238,-27.22767829327708,0.4755985955801479,0.0,microtubule cytoskeleton
GO:0000786,nucleosome,0.2440907116276468,-8.347753658996677,0.3852755407599552,0.41531461,microtubule cytoskeleton
GO:0005634,nucleus,12.299943073465876,-7.159266765388193,0.6699602235666182,0.42001595,microtubule cytoskeleton
GO:0043228,non-membrane-bounded organelle,9.559941801621372,-23.562249437179613,0.7034103485875617,0.27540704,microtubule cytoskeleton
GO:0032991,protein-containing complex,14.83437673106848,-4.323306390375134,1.0,-0.0,protein-containing complex
GO:0032993,protein-DNA complex,0.4543358021929357,-12.071604147743288,0.8174024625534809,-0.0,protein-DNA complex
GO:0000307,cyclin-dependent protein kinase holoenzyme complex,0.0268466454335036,-9.391473966422806,0.7601851736355455,0.23869649,protein-DNA complex
GO:0000347,THO complex,0.0234793221834965,-4.991399828238082,0.6861265811135581,0.23637008,protein-DNA complex
GO:0042555,MCM complex,0.0520690075245692,-5.782516055786093,0.8425952672898589,0.2509023,protein-DNA complex
GO:0044815,DNA packaging complex,0.3453517531150613,-10.761953896871203,0.8209946153847824,0.29381373,protein-DNA complex
GO:1990234,transferase complex,1.852430027482568,-2.9430951486635277,0.7457400952357665,0.46567641,protein-DNA complex
GO:0043226,organelle,27.57302954127021,-5.028260409112222,0.9998810384656616,8.699e-05,organelle
GO:0099080,supramolecular complex,1.254670772323744,-17.84163750790475,0.9999205026901136,5.597e-05,supramolecular complex
