"AffyID","EnsemblID","Metagene","Max.expression.sample","GeneSymbol","Description"
"Vitvi01g02056","Vitvi01g02056","5 x 37","Tocai_accfreeze_r1","Vitvi01g02056","Binding to an iron (Fe) ion."
"Vitvi02g00502","Vitvi02g00502","37 x 9","Tocai_freeze_r3","Vitvi02g00502","Functions in chain elongation during polypeptide synthesis at the ribosome."
"Vitvi03g00845","Vitvi03g00845","15 x 7","Riesl_freeze_r2","Vitvi03g00845","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi07g01524","Vitvi07g01524","27 x 15","CabFra_warm_r2","Vitvi07g01524","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi05g00256","Vitvi05g00256","11 x 1","Riesl_freeze_r3","Vitvi05g00256","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi06g01112","Vitvi06g01112","12 x 35","Riesl_acclim_r3","Vitvi06g01112","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi07g00449","Vitvi07g00449","22 x 23","Tocai_accfreeze_r1","Vitvi07g00449","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"Vitvi07g01849","Vitvi07g01849","15 x 4","Chard_freeze_r3","Vitvi07g01849","Binding to an iron-sulfur cluster, a combination of iron and sulfur atoms."
"Vitvi08g00828","Vitvi08g00828","14 x 5","Tocai_freeze_r3","Vitvi08g00828","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi08g00935","Vitvi08g00935","3 x 16","Chard_freeze_r2","Vitvi08g00935","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi08g01461","Vitvi08g01461","4 x 21","Sangio_freeze_r3","Vitvi08g01461","Binding to an iron-sulfur cluster, a combination of iron and sulfur atoms."
"Vitvi08g01468","Vitvi08g01468","12 x 13","CabFra_freeze_r3","Vitvi08g01468","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi08g02036","Vitvi08g02036","16 x 13","CabFra_freeze_r3","Vitvi08g02036","Binding to a chaperone protein, a class of proteins that bind to nascent or unfolded polypeptides and ensure correct folding or transport."
"Vitvi09g01474","Vitvi09g01474","5 x 24","Tocai_accfreeze_r2","Vitvi09g01474","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"Vitvi10g00599","Vitvi10g00599","10 x 3","Riesl_freeze_r1","Vitvi10g00599","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi11g00036","Vitvi11g00036","10 x 13","Tocai_accfreeze_r3","Vitvi11g00036","Any molecular entity that serves as an electron acceptor and electron donor in an electron transport chain. An electron transport chain is a process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient."
"Vitvi11g00302","Vitvi11g00302","29 x 8","Riesl_freeze_r2","Vitvi11g00302","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"Vitvi11g00677","Vitvi11g00677","15 x 22","Tocai_accfreeze_r3","Vitvi11g00677","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi12g02442","Vitvi12g02442","1 x 18","Sangio_freeze_r3","Vitvi12g02442","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"Vitvi13g00149","Vitvi13g00149","15 x 19","CabFra_accfreeze_r1","Vitvi13g00149","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi13g00872","Vitvi13g00872","3 x 24","Riesl_freeze_r3","Vitvi13g00872","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"Vitvi14g00096","Vitvi14g00096","7 x 40","Sangio_accfreeze_r1","Vitvi14g00096","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi14g02002","Vitvi14g02002","11 x 33","CabFra_acclim_r2","Vitvi14g02002","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi15g00632","Vitvi15g00632","8 x 40","Sangio_accfreeze_r1","Vitvi15g00632","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"Vitvi17g01399","Vitvi17g01399","31 x 12","Chard_warm_r1","Vitvi17g01399","Binding to a metal ion."
"Vitvi18g00828","Vitvi18g00828","1 x 33","Tocai_accfreeze_r3","Vitvi18g00828","Binding to a nucleic acid."
"Vitvi19g00900","Vitvi19g00900","34 x 15","CabFra_warm_r3","Vitvi19g00900",""
